Address,NFT Count,YAY Reward
0x254717274D63cf98D9bfA68E57DB3A93FFE992a9,2,2
0x8346d0DbDBfa393fDe4652194B3f8715Cc51F665,2,2
0x4E76BC52d46a5cA4fc2F1987B9214bd8d96d85B0,2,2
0x79d20cc0038a4B939f74bBa175EE92D1Dc6a4b9c,2,2
0x5f49f9790087A39cfCe882003Dfba419A8673288,2,2
0x253fd8328d9974CbFa7E51bfFB697E66B1aF0130,2,2
0xaC77B446128cE9bB3de67f3F26Db332F8B6816b7,2,2
0x5Fb0058280611B57E7fd96dc4bA3616bD0d29806,2,2
0x1f9c27aFfd88fDbB8301cA1f5013740Ea1C020bf,2,2
0xbB4207B3E0627983525aF29545324f61276670ea,2,2
0x7696Cf4ee6cAf790fb0D87cED9197509b051a594,2,2
0xF5f63328329B276E3cBF6307f11c77598E55990D,2,2
0xF5d39D120d3DdD82727De54dA7CAdD31c1a0e0e6,2,2
0x7B9d015E798575aEE98762456827397F750CE2E2,2,2
0xeD2011A6c964d53d6c813A284184013d48ed38E1,2,2
0xe5928764B26B4dBd4F79A0D9C9441A3BA1c5fe10,2,2
0x14fF95DbB15eF06c135d048fb417EEC6eF080914,2,2
0xF79b45BaF6B0847730439ad5b19721E1d71e8991,2,2
0x203C6BF24B6fA07B3a48456275bB432506D9876d,2,2
0xef9e25Dc37Cc61Ca49a07D0394DB5D86078C01CF,2,2
0x819f83D9E0901bEA8b847c204924bFBAbDbc8AcD,2,2
0xa4648bDCf2a4Ac0F83bFe27DBf96B84871B311e9,2,2
0x8cbeD6b39438576cE258a3d52E0a0a960069133A,2,2
0xB22Da4Dd4c68D1AC3f3E58128e8C807b809049fb,2,2
0xcFFD2C7C4E7685e603d66f0b52e65a3D511D11F3,2,2
0x393f085bCfB53d508f40b443feABfD45D803B687,2,2
0xC534a267fAdF0431aA9F7DAA0af20204Cd59923f,2,2
0x4f4Fe2f5a981F16b1b55Cb61DA014cDC37c80b9F,2,2
0x814B89e1432B1B005dF52144AB00398ff6060249,2,2
0x59ec4782912FBD4a1547b6ebE50b922CC408Bda1,2,2
0x1A64eD145A3CFAB3AA3D08721D520B4FD6Cf2Ce2,2,2
0xD2c93A3D7C04015e1E75B903c2C596Bf1254aeEf,2,2
0x0751142dcce498447a508e68cF5Fb656e3ed0060,2,2
0xD5954a592E3ea2fdacA246466a6745Dd43227DC2,2,2
0xcf96dC0Ef8C7cfc1e57C9F0150D01951D2Fa5f0B,2,2
0x0F6f065d9e0a5eB35D5e6453c7A47488FDfA3904,2,2
0x54B2Bb82dEB278E018167F314a48fE4eE6EbA07c,2,2
0x3D87eDF084A8868b81B03Afa222334bF5b27E715,2,2
0x894b1bE633b7FaECcb088489d50202300511D474,2,2
0x624a420Aa9E1011CFd4dba5fFa5E1aBfAA51bF8e,2,2
0x83E8EdF9Cc365cdf962FcD9Db69A56D56F5c98FA,2,2
0xfbED975db352B28DE8BAD40Bf601D722b595b701,2,2
0x1B1a706e932065a81FA152fd9131e798609Dde1d,2,2
0xB6f05ff0e31C3904FEE89B594e611236C4273FC5,2,2
0x4b18aa7640f591CB87c0831687D3B8D269fe88A2,2,2
0x981964b1649Ab700C7e69A0b2C259D20abfB4969,2,2
0xa5f146cBd3eE13F482315dD0F873c2bFbBc5F2C4,2,2
0x2998f7ef05047DBddEf92d05D7bc0C2DAE2F2bA1,2,2
0x19C4F8d95f14540e7Eeff9615C2448a493a9c095,2,2
0xfAf3106bCbC512cE0f4026Ce1CcfcfF833b77cb3,2,2
0x2d9cBC4ECFBd1B8F66Aa798FD51585AE058dAA8B,2,2
0x46Ba50537Ba59A75F0FCDdA42CdBF69CB59EbA62,2,2
0x1fac8bF59603879b3699917fB17b96390132d9A0,2,2
0x30a54E68Ed48e61a83E548703b86f5FcAf1eF062,2,2
0xbB0681e131d704cb86bdA625A730c7866e262A3A,2,2
0x3559B7256E235109f7519b457060ED37106A91FB,2,2
0x95D3ca0a1643C4AB20708e64F53683D16554347e,2,2
0xfC000a4daB3BCc69E58e4332953D2D58848f5f81,2,2
0x828732E1AA6Ed4afc205b1f7804D3eA612f861E9,2,2
0xdb56030D496d2d31b889D55bBE9a7d4C70F4775D,2,2
0x96C5d7FA904DDb0fa6A8e3864BFaE6026c190775,2,2
0x9124ad40942742798C8188A6A3e9CF77da53E739,2,2
0x5C77Dc8Cf5C589D0E8FBC789eaa221cA7f4D154e,2,2
0x5b191ee9A180a85276F010126047B5FFE28e0191,2,2
0xd42e9fdBb452811b8bF18f7c35Fc1Ed18994eDF6,2,2
0x907dD6320f734993c155Bc2007c050e1A0BC753A,2,2
0xdc07b443B7a7C27A4f9d53ba170fdE8fEa477975,2,2
0xe1C295a9340536FAA7A76185968b9e28236F256E,2,2
0x73a82FFC0597D8d62B2E5a37f3eaB80D7A430C8F,2,2
0xCdBa7Ddbbc4afc515901C1B8832d7edF5EFBD22a,2,2
0x3795EcBd018fA3C4a0C1CC17E123F97B727dE3c5,2,2
0x8ef4f22CE728D1541B2743586aF0E56f3E190539,2,2
0x667C34979691eda6FC221D73123dE3791174d7e0,2,2
0xaB55f77c4d8beb85a5C6c761c42117571A1FBc1a,2,2
0x0E9BEEe0eebd1e1b1E49E2d6011Cfd0b59bb79C3,2,2
0xFdd32a61FfF6094288bB9a3B492AAE0FFEc0b7e3,2,2
0x737d3E324d1580943979B8DB71Dea756Bef2c70a,2,2
0x9B0DF7efbAF26d5D30Cb971701ce65c156a412B8,2,2
0x2bb4cd113451cC5640ED20aE25E7127f21562649,2,2
0x69585a5c7F8bc4454ED78B6478f462Df691D591d,2,2
0x1dd8152eDBa2B148e496847B514CaD904ec01dE4,2,2
0x9B73606FE0d3f4b5EB88E3D13Ff854206E023Fc8,2,2
0xB6C8CAbc2150083261d541a3011a658a36Ca55b9,2,2
0x94C7C5F905fC888DDC48c51A90b68DdEC44F8d8C,2,2
0xf90686608Ef6bD9ba1b0f98192dE538F65945223,1,1
0xB2e9991E55468278998e4A710A69A004994A019c,1,1
0xEDE392fb2493eF7694B50E78d2f2aDb9a369A8e1,1,1
0x85e2F96156D463E40C927e70Fe79A6593Dd76Ac0,1,1
0x6217E13578D8F88f3729C1394293c885C275f0d4,1,1
0x9D375719442C8D57CA9658eDe45336787648381F,1,1
0x9F80bAA9fE31Ba53Ba590CeA342C3D0E6809eDAb,1,1
0xfD0F4F786b9Fe62920BdFABa9B3826df885f90C0,1,1
0x3909CC988e42fC2238fCEb5169f9c46e13a82783,1,1
0xd1fE671848a55dc653bDD6d1B2Be2Bc89464f2c2,1,1
0x92993Eb3aBc62E743826B101DC71198116853c74,1,1
0x59f77cD2905290B36c91f6e836D75576A2b970af,1,1
0xedb37495fFEF17cACC2bb0011F8373625d2f04bD,1,1
0xFbAFFe46f9dDCc233c999204fB981B0780C88bf1,1,1
0x576C0c36077940eB793798014538d0AF351908B0,1,1
0x4ea569c509FC5C0F5F5B1087D1E3c9493667043A,1,1
0x53B71e8B976b28e797B052A5cb4F16E185cB5Fe3,1,1
0x9B037E0182199111951728381f16886a16148ce0,1,1
0x52A96c378e8906B7eCf95676B91BF89605F1ec4c,1,1
0xF7e4E5425Ab3eEE56138d6b375F4BbA5B9D9AcDD,1,1
0x2B0501530256e5f9A2DCE31e6bF84C94dA4960F4,1,1
0xE6159eB03cbe5208132F86f74F7B7fDd9C114cc5,1,1
0xe53Cb03061A60549b4BFe7c5B53CfF3a18EFBC09,1,1
0x98d3e08B1de6eeB41f0C82cDc8895733A95E6eFd,1,1
0x5F3b191d03a078D2E69faA539bb316db557231DF,1,1
0x2Db3d4DF23069A937ddd42F5fb5Cab24032CA007,1,1
0xBeab3d612D42cB22C5ddD66B1c913167B389e2aA,1,1
0x92aC5Cc21847033025fF00873db948eCcCeF83e9,1,1
0x580D583272F59597f179c337B6511E61241CbE2F,1,1
0xeddDa5C4873f45a145E972007756520443ca0F5c,1,1
0x3503bd0Aa8d6Afb5E331e63b011b8f1e541E269A,1,1
0x8766deD532796E5b1e5CCd1a63f7e1452B811caC,1,1
0xE04FcF54Db252BFB2e125e686d656e22A4F318bB,1,1
0xA78c1fE1464200FeFe323a5C53ABa6281d635EA5,1,1
0x4e64c721eBBE3285CFA60b61a3E12a8f4E1709E8,1,1
0x02Ea7F850d0eF71180B0c519Cb2f4DdEE735009d,1,1
0x1eD0b016592b9818d4C68387Db9A4116b87B12D5,1,1
0x7171e92BE0d3BDa201027e5eA9Dd7405EcfEb84A,1,1
0xb9310d5f63aC0BFC50f77B777C507E4557829428,1,1
0x7EA4066237fFD02759abD20e9Cf6f8768b2D835D,1,1
0x3ABA7f1A35EEd304C53afa44912c3AF06b01092e,1,1
0x95085F69F3055ACb64ac2484d250FEa5fd502d33,1,1
0xbaDEFFF0484CCE2e8De3fA88e7EEcd266dE3B5B0,1,1
0x87840495d9A11c50F130E14922eF1CBbE2cC34D5,1,1
0x19b29c65c8b76DB913A60e9f0454D86eA8695Bb7,1,1
0x691057d8bf5dB76022f1734BdE1051bD410ffD3B,1,1
0xaF8Fb85E1914bD78872AC5A507FfC0Feb2715622,1,1
0xA53Be02E636eA11aC6fAe63ed064613F9847AB2f,1,1
0x183fb62eaac849510Ba038Cc4BeEFcC6e59f33F4,1,1
0xbEd96dC15aB0db4F5EB87c9B1347544b482De9e3,1,1
0xF10C14b5e4e17984bC437a23DD4b5e3bE9540e20,1,1
0xCE0fd2d1C11fEe29c0a2eb519d24084AC6A185fA,1,1
0x8FdA0Ae3F9D91e95f60A631eAE417615c6EAE130,1,1
0x84aCE714E7e2c9F3AABf5EC30a1DdaA050A5C030,1,1
0x02817CFB1a4C8AB29CDE4F25591fC92f5e70Bec4,1,1
0xE5475694dbDa631a7d88Fff7d1b751A457B76824,1,1
0xAaa03955204D8ee0A2b00e87524Ea7D94A30f096,1,1
0x9A7710e1735Cf8eBd9f204B1683862CEC4086B58,1,1
0x12C859C91Ea44a7DF4c119d19f0e549A4e641951,1,1
0xD2d7e91b856A65E22e7C52118Db48c2119f41926,1,1
0x47dDA6d14512b1f6cC73A7B69eA6791C14CB33B7,1,1
0xacDd3690679Cf50F8280EFD729381F02E3fa9Cd9,1,1
0x949b3782251Bdb4DEf4c5815eA53FA5De6208C33,1,1
0xC2cc79E20AcAdF7C85327f882254ab78252a0F5D,1,1
0x35528C5B66e1347000C6BD5dE93BcFc228eFfE7d,1,1
0xC6F69a47a6dEA057B57bFE3409d106Ce825BC5D5,1,1
0x008cB6ceFdb2105a3b6678ce5876426b61c9523a,1,1
0x508716d62874a9Ed1b86aDe7384D7e72Ae4e2B91,1,1
0x43DB5316fAe03dd0b2798BFE5A34ef419Ca540Ac,1,1
0xff05163ACe5931715C0E905ad613aCE82D52D3a1,1,1
0x536779E28C5A74401334809cA8afFA4CafCaa926,1,1
0xa6498dE298EbbA72Ae61E1Ac8d9cb7A0B1A6b9C7,1,1
0x257FFA035CF8A6882C7a3Ed1A2527bB1fC8bbB44,1,1
0xa8f2254f0380c555911ECe533634a436e8AbD14f,1,1
0xF41c5D4e979032A4fb481Fe7F0CC9ee02Fb08436,1,1
0x5b03443209b7a10eed835E4d0F6E9237D681e73C,1,1
0x400EF0B8eB573e8fdb635D92800df8475e89c56d,1,1
0x7B8F1C54E8068960AE703D62aAD4fc1E1B23AdAD,1,1
0x1c9eF4895CD6F948A166d8225B4AdadBA2309BB3,1,1
0x4C394ffabF8c03Bb9138805078B446eD9b788411,1,1
0xe5CA69a2392A7c95F1d36dECA49bBf482899E0e1,1,1
0xCB73C0cd3c81a12C8C99951DE3731b4dbCbB6578,1,1
0xBab347c581f5354Fe7582c5b6943a3e04BE2Eadc,1,1
0xDD56b0A3F68d806599201cac165cdfb80B1106c8,1,1
0x96d2598CB74333155bc3Ae57533DA14eBce20455,1,1
0xDeDF80A1b99A56B8ba2085DE511B784B97b2B9e3,1,1
0x805cb1A0b88AE74257396FE6373b9E685BA0ae2f,1,1
0x1E0Cc7a02F05Cf215B0b78a91D9EaCa653a67418,1,1
0xdb4D6ed28C6C5Df3d32c89747bD21b512bA1233d,1,1
0x386348E7f50d6b348D45a8871b4b770Ba52655ad,1,1
0xf12688Bfb627633301e6090c94216494305cF41D,1,1
0x6028fbc4c69494d44D2232383a27b5F1f89bF162,1,1
0x42934420b772eD2c77526C7670EE85b9d63F81B8,1,1
0x9Bc572D1470D6f485662A90EA2f5eA7734f9Ce33,1,1
0xbcE31Af175DfC6bE46d93665AB2022eC9420aC57,1,1
0x73C8382F472F6AA1B159d1027D4628E9bCb4D0bB,1,1
0x01A2F79C901C17bCc332020Ba4156f414507de18,1,1
0xF80100c79E3A53217AD49b39393750e4bC45A4DC,1,1
0x990440f94dd68188C6d5D4DF1da1c871e521eece,1,1
0x951BB5DeE5D5F6A0ac6C8B144032431feEcf6c0A,1,1
0xD11F59B8784471161EbD945D7e9122a6b823c0aA,1,1
0x4D5321e379919C4D54554092c5A0Ee49B197f242,1,1
0x6233161443bf8b83113B358b738d14E40444DE33,1,1
0x38DD84c7360eF021b61fFa86a3D89c92628456fb,1,1
0x2219a20Ab5D75cC7705F5E08348691Da257b785e,1,1
0x2A956d33703D22972780E873e7c2F139a3a70d93,1,1
0xcC94E1f1CaD486D2d2bf4A6162260093298A7444,1,1
0x4Dafbb81558af4c4bC5abC672BbC94cfBbefB9f4,1,1
0x3A395E51cB35722C072Dde34b09d2857a5DCdb51,1,1
0xd07B6D93Ae55e8BcccB35e0BE6D768b03749597a,1,1
0xc8a87Ea80fC52E67432E080623c95E3044e5D91e,1,1
0x5e80cf88235D1b0277c69F57B48BE930eEd0232e,1,1
0x77C3000F5d587A0D23735897Ef58Cf61F5f8f18b,1,1
0x718ce85a6B8739359C6a0eF74d50618F13d56268,1,1
0xC5046C01cE9cFfd97410D6a86c17B4F7521e2d8D,1,1
0xDAdC3d2eA1411609be05D672a4b3B73e9b60cEB3,1,1
0x283660b0980Aab2bB18dCe2111ed85BF7A1C2Dd8,1,1
0xC694e8796a72E13B74b2Fd6eD1ddD56626953d18,1,1
0x2ec92c97B7AE47E309A5bada08d68C0E7F9E00FC,1,1
0xb5d083ae036d963fa7Fdb01A7100fEb667119EF3,1,1
0x39dc9F9900d119aa29E1257304269068061B1A39,1,1
0xb23EFD0ff84eF9E66e15fED03be5A6bC308a8dB5,1,1
0x3677485fb18c247847b33235a082b7c07fdc7867,1,1
0xA275eDA297Ff204484E35FA44947C99EE9a644B3,1,1
0x91DDd7ED45d75E69175e38F7f0f92a1444A4CC8e,1,1
0x22dbC436193A3F7deC17b8BA7dE751927a00753c,1,1
0x10C70Cb0CbD69602EFD52f1875818587f249386C,1,1
0x6C98E76232FB0513af3E217d252C438185CA0D18,1,1
0xB36812310CA268Edb838862E9788f7aEe632A479,1,1
0x9B1924817040A77330d0e85b4A157cbbBBc83a1f,1,1
0x2645430600eEaff00A600Dc5ADCfd944A7a78EdC,1,1
0xb0D02eF2715FD50446fFb81EC24135D2F0320eBf,1,1
0x93ABc3fA9Bbab2F9e287D492e8Bd4F07Aa64D95B,1,1
0x2233EBd250C75c04D4E89656C6E25335A6116005,1,1
0x6D6f92A4D99F152B0B0a5fE98a67ec5232FAEf9E,1,1
0xe481E7a8fA560164fde557Baf0dE19139fBbcd78,1,1
0x9F7BF076a91699c4b27Daa5ED8F65631cB39dd88,1,1
0x47239E336513C38EF4CF4B54624CFc335e7Ec1F9,1,1
0x487956E880f7725D06bD89002524585Ea0193419,1,1
0x18E6DC023C383b2bdf5C00F3DEFaFd6fD2f5173F,1,1
0xBfE4810cf98CC4E15BdadB15018e21f986eaf1Bb,1,1
0x3A65961b5F3aBD8d90614512F87E366ef79BED68,1,1
0x70F5A6cc429d76C3DbB22fF4f9935fe3540448C0,1,1
0x6F1dCfbb0fdc9815f4e6dd2E2337d7316a89902e,1,1
0xcfD325655d766Ba15E88AFaBDbdBe4B14a739dDC,1,1
0xd488db8260c35b6Eb6a3f8325AE76b70Caf65D2a,1,1
0x4970cB1bC7D40E85F85b7c5D4238B0715eef0636,1,1
0xdA1efA6fc801D6788Cc785405610462f99CCb3e8,1,1
0x9A3DDA771e3c07D1BA92eB2d1DD2275fdAA09f60,1,1
0x18FcA05f1cC7FCD15eD82C3c763afe7b86cC97a0,1,1
0x2f613968A12363c01613668840a2417898c20966,1,1
0x7f29B17CaC3bC3507BeE3de080Ff1345a3f603B6,1,1
0x3038B6ddf96E18c9d7f7B4fEcaF7EA0d69C27dE1,1,1
0x9049F9E7A8138e64047F2B65c081348d096BDD0d,1,1
0xC07c64082816b624078d9785de39CEE508c8e601,1,1
0xb693cca0B6e6A7c89993FbDe93bd5Dd921Fe54A6,1,1
0xBaBAd1f8AEbC9A86Ab6fE4C8a17c8a6A8318Ef2B,1,1
0x1E2Ae8e9A7e5E66D190f84372ef088c50e7AD860,1,1
0x09C2B915c89409513abc7cb5990AfF7129f52E6D,1,1
0x68A7AA29E53a59cC2Be93D3AaFb860ec73dB27d2,1,1
0xE90dD26Ba3CA6Dc140D2b65688f502bDC4FAE015,1,1
0x5E57825f28022e7552d7Dcd5686f335E0ddf0469,1,1
0xa2b870A22c8b81957D744F84C83E671E4280357D,1,1
0x7E87258a20aEB728357B7328808Ea785014291e7,1,1
0x9bF7901Ee1ccd9D8a0333493F3a5BCccCaCBC1D7,1,1
0x5dA70D2a1858A883B42d560EDEB5A4Ff4E7829fe,1,1
0x51E82aB36F9b755FEbE56d126b425bE64d1e210C,1,1
0x803Cd5105FcE5B05FA4728e711d14E09058848E4,1,1
0xEe95DB11B629D280D1c66C500A57cd1967f4E1ab,1,1
0x8141913419D644530D1F17a23848c07A54c53D23,1,1
0x28d83f08c6A43583a8A9E6584D2a693b261eD073,1,1
0x58db0Ca437Cf8BF1e63d23A41F88C618e420d12b,1,1
0x63fA6Db8Ae8d072237Ae6e39DDB695B9aE47221B,1,1
0x54845FABaC4950284291Eed95504B5e711Fa0771,1,1
0x18c7b3892259AD1e46F2c0B26e77d37ab2a74e86,1,1
0x040d89b1a6772C398B9836Bd0F640aF961bc4fec,1,1
0x487BC295561701dD8917c6d406b6AA47118De699,1,1
0x6927a0d2A5e1cE3e5046A3D1D1B4Dab7CBE7f41C,1,1
0xa4eCAf57F2eDb96e0eC63253C4533dAD75c5C97B,1,1
0x1E5DfAcE4aC971D042DfBdbA2856354a700B83F6,1,1
0xa960E10D03929A62B0EaCc18D6D7a93ff94A3b9d,1,1
0x65f7B94341701e7C2c462e5E92c9fe371834187b,1,1
0x8cf674C548b1D4eD6882Ae6B940f40AF6c813553,1,1
0x0C1ca053F49643d6A49715748Ed98E6b3916255F,1,1
0xFcA9B420F12D7b08f185143640D2d5cd3a37eD1b,1,1
0x12F270628ED79a221eDCFEf83F55B1BaB228F0F5,1,1
0xAb785123bbb42e2f33350D2bDA74916CBA4eDC30,1,1
0x898cf5B950F293Cda78b9B17878aDEC6C5E9cC3c,1,1
0x4b715bd44662B774Eb95e55fE943e78b78e3D047,1,1
0x5cEF5233E01A21cb1DecD44C12Da638dFff5AFfb,1,1
0xc6263441066DCc9960e4e89F9d4Aacb6958430cD,1,1
0x51e9a71CdDeAB3203882f066cd418975e5A7f942,1,1
0x4549Eb8d8F85715CC9AeAABa42693f8BE563Ea00,1,1
0xDd0Ba8c416D78D5ec1331130d25A0947D58b778D,1,1
0x83E63695EA47b723fD993C58CbF22EA4bD4f56ed,1,1
0xAb51c24A0bbbc28F9063b2B821F3e9FD278d99fF,1,1
0xfd1923d4b4889cb8db55DfbBDC065d8B96C9B893,1,1
0xE007141585eA35074Fc4fCDa20bC41f996a6a1E4,1,1
0xB208e3b0E494aA27b059d3E6F1e33A37cE2a52E9,1,1
0x9b27cA5c33CF7821405959F1dEDCFf8b7A37065e,1,1
0x3A3C681AE24dD0Fa041dA424a4D8e8EdDA30f8eB,1,1
0xbfAe780457623912F6f9cD69903C800258e715bA,1,1
0x957d8e58f18960837089e71D2B41b4Cd3e9af923,1,1
0x4fC4e17bd51bBAabfffBA8467df3a9808e9Aa084,1,1
0x91bA84a6AD6eeD4c24463B279d654f2ffAB757BA,1,1
0x321a75140f9942B49206E9B6087A0D8EC11D8D6d,1,1
0x158dcBEEe3225F33F7970de4835fc3521Ae866A9,1,1
0x293462f8A616Dc9989f21e1290C55Fd74Ff92530,1,1
0xBCa419af77E6438C6cbE0a2c93db568F3fbD0f55,1,1
0x837b75FE5a79152D6E36F4355030122BfbA3E524,1,1
0x9b6ad4c88AdC9fB8C7db55398B34Ea062BFd28dc,1,1
0xEcC5A5CE08F1f54330D5A108dE6A14eB36C1F85a,1,1
0x8a5365Dc84dcFe1BF0942ab5530659eB2B35E58D,1,1
0xAb7645F02C765F21cDFB5e5582e50AeB93AFa7c2,1,1
0x0B526D6b016e55EE5D7b81497D36FCF8EeCd0B2c,1,1
0x717Cb272734fC60b8C21D861476351c86aC5F447,1,1
0x36E033995172BA324A91522f9206eE737CdB7896,1,1
0x9E0832B56EdE25c3e8CE08F51CcFf52993008f4a,1,1
0x9BE8a9c75BBc120Fe578481396d1Ea3daE810190,1,1
0x35aF2d2ee24Dd8042Aa9358E0fE6D62d584798E9,1,1
0x596432D6D18d45d7b7345510530a36157A40F49D,1,1
0xFEB5CE4E818B7393bDDA1Ae9Dff41d26bBC4B4Af,1,1
0x7BEE10a601D3473C524e4E5E94f1DE2911f1Be12,1,1
0x48a663147390368856C868b5f24cDFae5bf3F0a3,1,1
0xF5959D837fa85F90a1f97d29Dc2BC897c74A892b,1,1
0x32e5CA255512EFd538F57d414487D376eB17d690,1,1
0x0F8e28e80A32582FAC87CFC3106953a59C9ef4Ec,1,1
0xD66AE5d4d443976783ef56C3A96D16bbA48B0Ff0,1,1
0x1F3806D91aD47A2B800C4567722Fd803BB9ce0E0,1,1
0x7772f62B82A10eB7975D876449433DF69b43671e,1,1
0xc57A1b9F1Dd7349ecA57fe8485739C22E56ce923,1,1
0xd0269b6a4fC0503a1E4b15467cc072DC549d21FF,1,1
0x38484953b0adaeB3b5Fe20C1722b1f8E1E069Aa9,1,1
0x7BDd48460E68927d4dD8f0D40e3092bb84724E20,1,1
0x83D363c0b81b9E0508Aaf9B849E10e906253B07A,1,1
0x592467de8e2d90cf2eF255b27D6aCf3AFC32a43C,1,1
0xA9A407e2795Da01894D5ABA6E7EFC09329b6F2D3,1,1
0xfe41d76bBD2f7A2305E24336f1B35381d42fb513,1,1
0x447079841b4Ea131c7EF412a2D43cdc02bA51cf6,1,1
0x2243B797755394DA4898BA2251972a731e896777,1,1
0x75191Bde759EEffd40e13C7471d88D3BBC69De6D,1,1
0xF2011798e8De997BfEf9B47d1E4514D3623d3196,1,1
0xFB3a85afF7cAb85E7e2B7461703f57ed0105645e,1,1
0xF8ac09736bCA7437E9180F92C78C9427dE2eF774,1,1
0x5C42A5777F6b1780f1d1C9F695c607caEDc27318,1,1
0x4d159d405b41C84948441BDA8ffFD52cb3fc80FC,1,1
0x718abE47BaFA0be0494ed646783741b560d4a933,1,1
0xbd7baB46B450bb6955091337cFea2DeE1e45e99E,1,1
0x3B6a3A4DA9c670BE7cCebC55945944745dd6eAEc,1,1
0x72D979A3B84B1a4bf8e3dB34Fa49210BA685AAec,1,1
0xE05C5CE262934236f4E630350036aa7807189B67,1,1
0x7B60da340Da8350cB2525779E62E1Bc9B726002d,1,1
0x62df5cE4ed3Fe5C2D42b5723bA14b2C42Bf2778E,1,1
0xeEb08F527443bf773915b9D03237Dfeb5bA5c80b,1,1
0xDD180854b7eee3cea1aeF32eaE0471e904c22808,1,1
0x013E3213CdD6063330C5A4BbDf1A3cE34d1542ba,1,1
0xb807d967d5cD74C23EaDf3Ce75fD26FFE4eD8495,1,1
0x9D39586A0Da345F13e84e076A6896b97176d6513,1,1
0x5E732a1aDFB90CCA416C19C67851DC02e33aF339,1,1
0x5D16E1F4Dc90E825ebFE53F9353420EFF13632a5,1,1
0x89D1361ED7d453B3520305c9c5DbF73541311e0C,1,1
0xb3221b019b1BaA41B565E6BAc2f904673d3C24f5,1,1
0x129747b7eB825A9cadd3181C34476341776003Ce,1,1
0x8431f758E3b1aC7E61E94598d8767174Bf433149,1,1
0x316B4E1f6150F7FC8F665c03f3b09818D15cF027,1,1
0x4190210ba644D411308E9948E0B3bDC7ceA4C1DA,1,1
0x93fD55c4d9bE9D9F22004B28e35726964844Db27,1,1
0xe142394Bb8d888c51C7f10DA09Bb728F08AcAf9d,1,1
0x924742C25513f422F15541d71cFFB470153dCac4,1,1
0x854c461BA1AA95Bcb3Ac11d8E902EE89983c6E21,1,1
0xFe722c234bC8c7355a0579c09bB430927EB3dC48,1,1
0x938002111EE0EEF852fA588Ac5aDe65fb7242BE4,1,1
0xF53D6B821f0Ca00199f6227888CA571DeC083d82,1,1
0xF16a90D3cDF85F9C1c11dae6C22735c5B31ca0C6,1,1
0xFb3B1959afeD6fe51bfFd31647f625724e344122,1,1
0x410a6c7D7E4bDf6b6E8A63614c8ff30BB24fD72D,1,1
0xf16d85A0a0dbB0E0F304658D9BFfb7bD8cf13E7F,1,1
0xF096a5C755209dACab3F6430f4E85b38764fbf58,1,1
0xC4cD503829D445049C1e16653d0Da7943F7C6Fd5,1,1
0x8eD475879Bd74554e2c56f10961F46259Ef46e22,1,1
0x705a1875d774fd3b419Bb93fCF3F1f51b8244E2d,1,1
0xeb8E24E104bBa5030d9ec54D7c67F641f3322535,1,1
0x6533fa1B4d26655E0bB79EB1f8c3f37C2AA48e5b,1,1
0xaa8C75da083d788aC86B4a4Ad1518Be10fF03c93,1,1
0x4D3c6a07657059Fe541f690fAaC9f76cc0f55147,1,1
0xDDA96A258A3E68d188F9932512cea29642b9Be84,1,1
0x71C6496A8FCF0Ab057520295C0D17eAF0b99B885,1,1
0x18a8a36795bDdd30DdCDa83fde0C4ac378C5A3ba,1,1
0x74B67b92122877de15De1c2378EbA11F6f345f81,1,1
0x3a82B18078F2A8aC17C72b87a59Bf08b75F646bB,1,1
0x782E7D70113f1f4364C6a3a22544ADCEa6CA3b62,1,1
0x532749A6265E2cAF2D425e7ffc66cf2e0B07a59a,1,1
0xBd200374Ef23d00Ba85A4428168012cADE416b0a,1,1
0x99CceB44DD3F54e392B8C1deFD2AdDD159166251,1,1
0xF56c1F90549Bc5260559D8Ca6c464ED0ef2B8d14,1,1
0xC27EBe8f875047a5906bd003F96Ee5Ff9CC9Cd20,1,1
0xdFC6EF11BFc2300C9617fB6D8820859225D4084e,1,1
0xbbf59fbd483B0c3F837ca1AbCd2Bf93154dA7f72,1,1
0x525B8Ecd160B60A2A08C4880DFa2a4A3858c0b41,1,1
0x34F2DD8B70ca424374C85Fc2a4b85aE0d5958896,1,1
0xa8b0ac2d52D9DdCC5445Cf339a03e91293A979A5,1,1
0xBC6087b1E7337e3Ca13dDf01EC218aB5e5652037,1,1
0xfc624E0DCD0f7F7347eDC69e83d5E338940CFa6d,1,1
0x20f91589B76d29d43a92440FB3501097C022e788,1,1
0xe5e1bb81fb8dBe372d935632fd97828452E5cFE5,1,1
0xf0411b779B77F015c4f457Dc15E9a57021163257,1,1
0x776FE3e5A814451971Eea13b28D6A06927d7a1e6,1,1
0xcba8DE51b3205F1ea8DC841e72a8C7F990e0dF81,1,1
0xfD108bDEB87a01f3556a34fb2c2Ee46A662c2D67,1,1
0x489635e3A1CD61f19DCf799dDC4A89b614C4779a,1,1
0x5Ddb8443deEfB143c173b803f555af410975A852,1,1
0x9095bAAa05975b8795Fceb5E15e97144e61D0719,1,1
0xd4b6bb34568A305d16C581e07dBfe4A8522eFdA2,1,1
0xC6803667DfEF39017f09C3ad3409FC8195FD0176,1,1
0x3444ebDA2b23695A6bDe5c53540C7aaB8E1f25bA,1,1
0xB8450B892FF17676e98b28c9a44060Ba8dCe8130,1,1
